word,level,meaning,field,example_index,situation,ko,current_tl,reason
합병인수,5,合併と買収。 M&A,examples.tl,9,スタートアップの出口戦略,많은 스타트업들이 대기업의 합병인수를 통해 투자금을 회수한다.,많은 스타트업들이 대기업의 합병인수를 통해 투자금을 회수한다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,example_tl,,憲法判決,헌법재판소는 해당 법률이 합헌이라고 결정했다.,헌법재판소는 해당 법률이 합헌이라고 결정했다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,1,憲法判決,헌법재판소는 해당 법률이 합헌이라고 결정했다.,헌법재판소는 해당 법률이 합헌이라고 결정했다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,10,合憲か違憲かの境界線,합헌과 위헌의 경계는 사회적 맥락과 가치 변화에 따라 달라질 수 있다.,합헌과 위헌의 경계는 사회적 맥락과 가치 변화에 따라 달라질 수 있다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,2,憲法判断の基準,"법률이 합헌이 되려면 입법 목적, 수단, 방법이 헌법적 가치에 부합해야 한다.","법률이 합헌이 되려면 입법 목적, 수단, 방법이 헌법적 가치에 부합해야 한다.",same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,3,合憲性の擁護,이전에 합헌으로 판단된 법률도 시대 변화에 따라 위헌이 될 수 있다.,이전에 합헌으로 판단된 법률도 시대 변화에 따라 위헌이 될 수 있다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,4,憲法判決の影響,합헌 결정이 나면 해당 법률은 계속 효력을 유지한다.,합헌 결정이 나면 해당 법률은 계속 효력을 유지한다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,5,合憲性に関する意見,재판관 9명 중 6명이 합헌 의견을 냈다.,재판관 9명 중 6명이 합헌 의견을 냈다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,6,憲法論,검사는 해당 법률이 합헌이라는 논거를 상세히 제시했다.,검사는 해당 법률이 합헌이라는 논거를 상세히 제시했다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,7,合憲性の判断,국회에서 법률을 제정할 때 합헌 여부를 사전에 검토해야 한다.,국회에서 법률을 제정할 때 합헌 여부를 사전에 검토해야 한다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,8,合憲性の推定,법률은 위헌으로 확인되기 전까지 합헌으로 추정된다.,법률은 위헌으로 확인되기 전까지 합헌으로 추정된다.,same_as_korean
합헌,5,合憲性（憲法に適合していること）,examples.tl,9,憲法判決への反応,시민단체는 합헌 결정에 반발하며 법 개정 운동을 시작했다.,시민단체는 합헌 결정에 반발하며 법 개정 운동을 시작했다.,same_as_korean
항생제내성,5,抗生物質耐性,example_tl,,WHOの報告書,"항생제내성은 세계보건기구가 지정한 인류 건강에 대한 10대 위협 중 하나로, 현재 추세가 계속되면 2050년에는 연간 1,000만 명이 사망할 수 있다.","항생제내성은 세계보건기구가 지정한 인류 건강에 대한 10대 위협 중 하나로, 현재 추세가 계속되면 2050년에는 연간 1,000만 명이 사망할 수 있다.",same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,1,WHOの報告書,"항생제내성은 세계보건기구가 지정한 인류 건강에 대한 10대 위협 중 하나로, 현재 추세가 계속되면 2050년에는 연간 1,000만 명이 사망할 수 있다.","항생제내성은 세계보건기구가 지정한 인류 건강에 대한 10대 위협 중 하나로, 현재 추세가 계속되면 2050년에는 연간 1,000만 명이 사망할 수 있다.",same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,10,国際条約の議論,항생제내성 대응을 위한 국제 조약 체결 논의는 각국의 이해관계 충돌로 인해 구속력 있는 합의 도출에 어려움을 겪고 있다.,항생제내성 대응을 위한 국제 조약 체결 논의는 각국의 이해관계 충돌로 인해 구속력 있는 합의 도출에 어려움을 겪고 있다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,2,感染症カンファレンス,항생제내성 슈퍼박테리아에 의한 감염은 치료 옵션이 극히 제한되어 중증 환자의 사망률을 크게 높인다.,항생제내성 슈퍼박테리아에 의한 감염은 치료 옵션이 극히 제한되어 중증 환자의 사망률을 크게 높인다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,3,抗生物質管理プログラム,항생제내성 확산을 막기 위한 항생제 스튜어드십 프로그램은 항생제를 적절한 시기에 적절한 환자에게만 최적 용량으로 처방하도록 유도한다.,항생제내성 확산을 막기 위한 항생제 스튜어드십 프로그램은 항생제를 적절한 시기에 적절한 환자에게만 최적 용량으로 처방하도록 유도한다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,4,農政論争,축산업에서의 항생제 남용은 항생제내성균이 식품 사슬을 통해 인체에 전달되는 심각한 공중보건 위협이다.,축산업에서의 항생제 남용은 항생제내성균이 식품 사슬을 통해 인체에 전달되는 심각한 공중보건 위협이다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,5,分子微生物学講義,세균은 항생제내성 유전자를 플라스미드를 통해 수평으로 전달함으로써 항생제에 노출된 적 없는 세균에도 내성을 신속히 전파할 수 있다.,세균은 항생제내성 유전자를 플라스미드를 통해 수평으로 전달함으로써 항생제에 노출된 적 없는 세균에도 내성을 신속히 전파할 수 있다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,6,創薬状況のプレゼンテーション,항생제내성 문제를 극복하기 위한 새로운 항생제 개발은 낮은 경제적 유인 때문에 다른 질환 분야에 비해 현저히 저조한 상황이다.,항생제내성 문제를 극복하기 위한 새로운 항생제 개발은 낮은 경제적 유인 때문에 다른 질환 분야에 비해 현저히 저조한 상황이다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,7,公教育教材,처방받은 항생제 전체 용량을 완료하지 않고 중단하면 내성균이 살아남아 항생제내성이 심화될 수 있다.,처방받은 항생제 전체 용량을 완료하지 않고 중단하면 내성균이 살아남아 항생제내성이 심화될 수 있다.,same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,8,One Health アプローチの説明,"항생제내성은 사람, 동물, 환경을 아우르는 원헬스 접근법으로 대응해야 하는 복잡한 생태계 차원의 문제이다.","항생제내성은 사람, 동물, 환경을 아우르는 원헬스 접근법으로 대응해야 하는 복잡한 생태계 차원의 문제이다.",same_as_korean
항생제내성,5,抗生物質耐性,examples.tl,9,院内感染対策ガイドライン,"다제 내성균 보유 환자는 접촉 주의 지침에 따라 격리하고, 의료진은 접촉 전후 손 위생을 철저히 이행하여 항생제내성균의 원내 확산을 막아야 한다.","다제 내성균 보유 환자는 접촉 주의 지침에 따라 격리하고, 의료진은 접촉 전후 손 위생을 철저히 이행하여 항생제내성균의 원내 확산을 막아야 한다.",same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,example_tl,,異議申し立てを行う,피고는 1심 판결에 불복하여 항소를 제기했다.,피고는 1심 판결에 불복하여 항소를 제기했다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,1,異議申し立てを行う,피고는 1심 판결에 불복하여 항소를 제기했다.,피고는 1심 판결에 불복하여 항소를 제기했다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,10,控訴の放棄,패소한 측이 항소를 포기하면 판결이 그대로 확정된다.,패소한 측이 항소를 포기하면 판결이 그대로 확정된다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,2,控訴期間,항소는 판결 선고 후 2주 이내에 제기해야 한다.,항소는 판결 선고 후 2주 이내에 제기해야 한다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,3,控訴の理由,항소장에는 원심 판결의 잘못된 점을 구체적으로 기재해야 한다.,항소장에는 원심 판결의 잘못된 점을 구체적으로 기재해야 한다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,4,控訴棄却,항소법원은 원고의 항소를 기각하고 원심 판결을 유지했다.,항소법원은 원고의 항소를 기각하고 원심 판결을 유지했다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,5,控訴が認められた,항소가 인용되어 1심 판결이 파기되고 사건이 환송되었다.,항소가 인용되어 1심 판결이 파기되고 사건이 환송되었다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,6,控訴裁判所の手続き,항소심에서는 새로운 증거를 제출할 수 있다.,항소심에서는 새로운 증거를 제출할 수 있다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,7,控訴の取り下げ,당사자들이 화해에 합의하자 항소를 취하했다.,당사자들이 화해에 합의하자 항소를 취하했다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,8,控訴結果,항소 결과 형량이 오히려 늘어나는 경우도 있다.,항소 결과 형량이 오히려 늘어나는 경우도 있다.,same_as_korean
항소,5,控訴（上級裁判所における下級裁判所の判決に対する異議申し立て）,examples.tl,9,控訴の準備中,변호사는 의뢰인을 위해 항소장 작성을 준비했다.,변호사는 의뢰인을 위해 항소장 작성을 준비했다.,same_as_korean
해석학,5,解釈学,example_tl,,哲学の講義,가다머의 해석학은 텍스트 이해를 독자와 텍스트 사이의 지평 융합 과정으로 설명한다.,가다머의 해석학은 텍스트 이해를 독자와 텍스트 사이의 지평 융합 과정으로 설명한다.,same_as_korean
해석학,5,解釈学,examples.tl,1,哲学の講義,가다머의 해석학은 텍스트 이해를 독자와 텍스트 사이의 지평 융합 과정으로 설명한다.,가다머의 해석학은 텍스트 이해를 독자와 텍스트 사이의 지평 융합 과정으로 설명한다.,same_as_korean
해석학,5,解釈学,examples.tl,10,博物館教育プログラム,감상자 중심의 해석학적 교육 방식은 작품의 올바른 해석을 주입하는 것이 아니라 감상자가 스스로 의미를 구성하도록 안내한다.,감상자 중심의 해석학적 교육 방식은 작품의 올바른 해석을 주입하는 것이 아니라 감상자가 스스로 의미를 구성하도록 안내한다.,same_as_korean
해석학,5,解釈学,examples.tl,2,文学理論の授業,"해석학적 순환은 부분을 이해하기 위해 전체가 필요하고, 전체를 이해하기 위해 부분이 필요하다는 텍스트 이해의 순환 구조다.","해석학적 순환은 부분을 이해하기 위해 전체가 필요하고, 전체를 이해하기 위해 부분이 필요하다는 텍스트 이해의 순환 구조다.",same_as_korean
